last_name,first_name,street,street_number,occupation,section,honorific,additional_notes
Brückner,Ed.,,,Direktor,Geographisches Institut (Zimmer Nr. 26),Prof. Dr.,
Studer,B.,,,Vicepräsident,Hochschule (Kommission),,"sen., Apotheker"
Hügli,F.,,,Kantonsbuchhalter,Hochschule (Mitglied),,
Schwab,S.,,,Mitglied,Hochschule (Mitglied),Dr.,
Coaz,J.,,,eidg. Oberforstinspektor,Hochschule (Mitglied),,
von Rütte-Bitzius,Alb.,,,Pfarrer,Hochschule (Mitglied),,
v. Fischer,Ed.,,,Direktor,Botanik / Botanischer Garten,Prof. Dr.,
Schenk,Alex.,,,Obergärtner,Botanischer Garten,Hr.,
Auer,Hans,,,Präsidient,Akademisches Kunstkomitee; Bernische Kunstschule (Präsident),,Professor
Probst,E.,,,Vicepräsident,Akademisches Kunstkomitee; Bernische Kunstschule,,Architekt
Oavinet,E.,,,Inspektor; Kassier und Sekretär,Akademisches Kunstkomitee; Bernische Kunstschule,,Architekt; Inspektor des Kunstmuseums
Stettier,Eugen,,,Mitglied,Akademisches Kunstkomitee,,Architekt
Biizberger,F.,,,Mitglied,Akademisches Kunstkomitee,,Oberrichter
Kasser,H.,,,Mitglied,Akademisches Kunstkomitee,,Direktor des historischen Museums
Baumgartner,Chr.,,,Mitglied; Lehrer,Akademisches Kunstkomitee; Bernische Kunstschule,,Zeichnungslehrer
Schwab,Sam.,,,Mitglied,Akademisches Kunstkomitee,Dr.,
Wyss,Gust.,,,Mitglied,Akademisches Kunstkomitee,Dr.,Buchdrucker
Ranziger,A. E.,,,Abwartin,Akademisches Kunstkomitee,Frau,
Trachsel,Chr.,,,Mitglied,Bernische Kunstschule,,Baumeister (Vertreter der Kunstgesellschaft)
Miinger,Rud.,,,Mitglied,Bernische Kunstschule,,Heraldiker
von Rütte,F. L.,,,Mitglied,Bernische Kunstschule,,Architekt (Vertreter des Burgerrates)
Volmar,P.,,,Lehrer,Bernische Kunstschule,Prof.,
Benteli,Wilhelm,,,Lehrer,Bernische Kunstschule,,
Benteli,Albert,,,Lehrer,Bernische Kunstschule,P.-D.,
Dachselt,Fr.,,,Lehrer,Bernische Kunstschule,,
Weber,Charles,,,Lehrer,Bernische Kunstschule,,
Ritter,Phil.,,,Lehrer,Bernische Kunstschule,,
Steck,R.,,,Präsident,Bibliothekkommission (Hochschul-Bibliothek),Dr.,Professor
Kronecker,II.,,,Vicepräsident,Bibliothekkommission (Hochschul-Bibliothek),Dr.,Professor
Kurz,E.,,,Bibliothekar,Hochschul-Bibliothek,Dr.,Professor
Ott,Ed.,,,Mitglied (Lehramtsschule),Lehramtsschule (Kommission),Prof. Dr.,
Räz,N.,,,Präsident,Tierarzneischule (Aufsichtskommission),alt Reg.-Rat,
Vogt,Ad.,,,Mitglied,Tierarzneischule (Aufsichtskommission),Prof. Dr.,
Baumann,Fried.,,,Mitglied,Tierarzneischule (Aufsichtskommission),,Baumeister
Brossenbacher,F.,,,Mitglied,Tierarzneischule (Aufsichtskommission),,Tierarzt in Burgdorf
Berdez,Henri,,,Direktor; Professor,Tierarzneischule; Klinik für grössere Haustiere,,"Professor der stationären Klinik, spec. Pathologie und Therapie"
Guillebeau,Karl Alfr.,,,Professor,Tierarzneischule; Pathologisches Institut,Dr.,Professor der pathologischen Anatomie
Hess,Ernst,,,Professor; Direktor,Tierarzneischule; Ambulatorische Klinik,,Prof. der Chirurgie; Direktor der ambulanten Klinik
Noyer,Emil,,,Professor; Direktor,Tierarzneischule; Klinik für kleinere Haustiere,,Prof. d. Zootechnie
Rubeli,Oskar,,,Professor; Direktor,Anatomie; Tierarzneischule,Dr.,Prof. d. Anatomie
Hausmann,Samuel,,,Abwart,Tierarzneischule; Pathologisches Institut,Hr.,
Borei,Jean,,,Assistent,Klinik für grössere Haustiere,,Tierarzt
Wenger,Ernst,,,Assistent,Klinik für grössere Haustiere,,cand. med. vet.
Bühlmann,Gottl.,,,Abwart,Klinik für grössere Haustiere; Tierspital,Hr.,
Moser,Alfred,,,Assistent,Klinik für kleinere Haustiere,,cand. med. vet.
Lempen,Joh.,,,Assistent,Ambulatorische Klinik,,Tierarzt
Führimann,Herrn.,,,Assistent,Ambulatorische Klinik,,cand. med. vet.
Guillebeau,K.,,,Direktor,Pathologisches Institut,Prof. Dr.,
Streit,Hans,,,Assistent,Pathologisches Institut,,cand. med. vet.
Kämpf,Jak.,,,Abwart,Anatomie (Anatomiegebäude),Hr.,
Bangerter,Gottfr.,,,Fabrikant,"Nationalrat (Mitglieder, welche in Bern wohnen)",Hr.,
Bürgi,Friedr.,,,Baumeister,"Nationalrat (Mitglieder, welche in Bern wohnen)",,
Gobat,A.,,,Dr.; Reg.-Bat.,"Nationalrat (Mitglieder, welche in Bern wohnen)",,
Hilty,Karl,,,"Dr. jur., Professor","Nationalrat (Mitglieder, welche in Bern wohnen)",,
Hirter,Johann,,,Speditor,"Nationalrat (Mitglieder, welche in Bern wohnen)",,
Jenni,Hans,,,,"Nationalrat (Mitglieder, welche in Bern wohnen)",,in Worblaufen
Rossel,Virgile,,,"Dr. jur., Professor","Nationalrat (Mitglieder, welche in Bern wohnen)",,
v. Steiger,Edm.,,,R'eg.-Eat.,"Nationalrat (Mitglieder, welche in Bern wohnen)",,
Wyss,Ernst,,,Fürsprecher,"Nationalrat (Mitglieder, welche in Bern wohnen)",,
Ringier,G.,,,Kanzler der Eidgenossenschaft; Sekretär (Nationalrat),Nationalrat,Ilr.,
Vogt,Karl,,,Dr. jur.; Uebersetzer,Nationalrat,Ilr.,
Duc,Sam.,,,Weibel,Nationalrat,IIH.,
Ney,Louis,,,Weibel,Nationalrat,,
Duc,Const.,,,Weibel,Nationalrat,,
Hauser,W.,,,Präsident für 1900 (Bundesrat / Politisches Departement - Vorsteher),Bundesrat / Politisches Departement,Hr.,
Brenner,E.,,,Vicepräs. für 1900 (Bundesrat),Bundesrat,Hr. Dr.,
Deucher,Ad.,,,Mitglied des Bundesrates,Bundesrat,HII. Dr.,
Zemp,Jos.,,,Mitglied des Bundesrates,Bundesrat,,
Müller,Ed.,,,Mitglied des Bundesrates,Bundesrat,,
Comtesse,Robert,,,Mitglied des Bundesrates,Bundesrat,,
Ruchet,Marc,,,Mitglied des Bundesrates,Bundesrat / Departement des Innern (Chef),,
Ringier,Gottlieb,,,Kanzler (Bundeskanzlei),Bundeskanzlei,Hr.,
Schatzmann,H.,,,Vice-Kanzler,Bundeskanzlei,IHI.,
Wagniere,Georges,,,Dr. jur.,Bundeskanzlei,,
Widmer,Theod.,,,Registrator (Bundeskanzlei),Bundeskanzlei,Hr.,
Bischoff,Alex.,,,Unter-Registrator (Bundeskanzlei),Bundeskanzlei,Ilr.,
Probst,Edm.,,,Sekretär; Chef des Drucksachenbureaus,Bundeskanzlei,Hr.,
Truog,Mart.,,,Bureauchef (Bundeskanzlei),Bundeskanzlei,Hr.,
Donauer,Franz Joseph,,,Adjunkt (Bundeskanzlei),Bundeskanzlei,Hr.,
Cuttat,Jos.-Napoleon,,,Uebersetzer ins Französische,Bundeskanzlei,HII.,
Lardy,Alph.,,,Uebersetzer ins Französische,Bundeskanzlei,,
Kachelhofer,Karl,,,Uebersetzer ins Deutsche,Bundeskanzlei,Ilr.,
Mosca,Domenico,,,Uebersetzer ins Italienische,Bundeskanzlei,Hr.,
Oberholzer,Jul.,,,Materialverwalter (Bundeskanzlei),Bundeskanzlei,Hr.,
Manuel,Friedr.,,,Kanzlist,Bundeskanzlei,HH.,
Meister,Johann,,,Kanzlist,Bundeskanzlei,,
Strauss,Ein.,,,Kanzlist,Bundeskanzlei,,
Sulser,Ed.,,,Kanzlist,Bundeskanzlei,,
Gurtner,Gottfr.,,,Kanzlist,Bundeskanzlei,,
Jaquet,OL,,,Kanzlist,Bundeskanzlei,,
Salquin,. J.,,,Kanzlist,Bundeskanzlei,,
Gfeller,Karl,,,Kanzlist,Bundeskanzlei,,
Gygax,Fritz,,,Kanzlist,Bundeskanzlei,,
Gribi,Alfred,,,Kanzlist,Bundeskanzlei,,
Schaerer,Jul.,,,Kanzlist,Bundeskanzlei,,
Römer,Joh.,,,Weibel,Bundeskanzlei,HH.,
Faller,Jos.,,,Weibel,Bundeskanzlei,,
Wolf,J.,,,Weibel,Bundeskanzlei,,
Benninger,Heinr.,,,Weibel,Bundeskanzlei,,
Zürcher,Fritz,,,Weibel,Bundeskanzlei,,
Poyet,Ch.,,,Weibel,Bundeskanzlei,,
Guggisberg,Ad.,,,Weibel,Bundeskanzlei,,
Graffina,G.,,,Sekretär (Politisches Departement),Politisches Departement,Hr. Dr.,
Suter,Ant.,,,Adjunkt (Politisches Departement),Politisches Departement,Hr. Dr.,
Kloss,Karl,,,Kanzleisekretär (Politisches Departement),Politisches Departement,Hr.,
Schreiber,II.,,,Sekretär für Naturalisationen,Politisches Departement,Hr.,
Beaujon,Karl,,,Registrator (Politisches Departement),Politisches Departement,Hr.,
Gribi,Hans,,,Kanzlist 1. Kl. (Politisches Departement),Politisches Departement,Hr.,
Dreifuss,Jak.,Zeughausgasse,28,Chef Abteilung Auswanderungswesen (Administrative Sektion),Politisches Departement - Abteilung Auswanderungswesen,Hr.,"Zeughausgasse 28, I. Et."
Möhr,Jakob,Zeughausgasse,28,Registrator (Abteilung Auswanderungswesen),Politisches Departement - Abteilung Auswanderungswesen,Hr.,"Zeughausgasse 28, I. Et."
Schneiter,Friedr.,Zeughausgasse,28,Kanzlist II. Kl. (Abteilung Auswanderungswesen),Politisches Departement - Abteilung Auswanderungswesen,,"Zeughausgasse 28, I. Et."
Ruchet,Marc,,,Chef (Departement des Innern),Departement des Innern,Hr. Bundesrat,
Deucher,Dr.,,,Stellvertreter (Departement des Innern),Departement des Innern,Hr. Bundesrat,
Reilstab,Job.,,,"Sekretär (Kanzlei, Abteilung Inneres)",Departement des Innern - Kanzlei,Hr.,
Gurtner,D.,,,"Sekretär-Bibliothekar (Kanzlei, Abteilung Inneres)",Departement des Innern - Kanzlei,Hr.,
Koller,Jul.,,,Uebersetzer (Französisch),Departement des Innern - Kanzlei,Hr.,
Stöcklin,Ed.,,,"Kanzlist I. Kl. (Kanzlei, Abteilung Inneres)",Departement des Innern - Kanzlei,Hr.,
Jahn,Albert,,,"Kanzlist (Kanzlei, Abteilung Inneres)",Departement des Innern - Kanzlei,Dr.,
Schmid,Friedr.,Waisenhausplatz,25,Direktor (Schweizerisches Gesundheitsamt),Schweizerisches Gesundheitsamt,Hr. Dr.,
Carriere,Henri,Waisenhausplatz,25,Adjunkt (Schweizerisches Gesundheitsamt),Schweizerisches Gesundheitsamt,Hr. Dr.,
Zeller,Emil,Waisenhausplatz,25,Kanzlist (Schweizerisches Gesundheitsamt),Schweizerisches Gesundheitsamt,Hr.,
Enz,Jakob,Waisenhausplatz,25,Aushülfe (Schweizerisches Gesundheitsamt),Schweizerisches Gesundheitsamt,Hr.,
Kaiser,Jakob,Archivstr.,24,Archivar (Staats-Archiv),Staats-Archiv,Hr. Dr.,"Eidg. Archivgebäude, Kirchenfeld, Archivstr. 24"
Bratschi,Fr.,Archivstr.,24,Unterarchivar (Staats-Archiv),Staats-Archiv,Hr.,
Guillaume,Louis,Inselgasse,5,Direktor (Statistisches Bureau),Statistisches Bureau,Hr. Dr.,
Lambelet,Georg,Inselgasse,5,Statistiker 1. Kl.,Statistisches Bureau,,
Zehnder,Werner,Inselgasse,5,Statistiker 1. Kl.,Statistisches Bureau,,
Bernoulli,Joh.,Archivstr.,24,Bibliothekar (Schweiz. Landesbibliothek),Schweiz. Landesbibliothek,Hr. Dr.,"Eidg. Archivgebäude, Kirchenfeld, Archivstr. 24"
Geiser,Karl,Archivstr.,24,Adjunkt (Schweiz. Landesbibliothek),Schweiz. Landesbibliothek,Hr. Dr.,
Keller,Arm.,,,Chef (Generalsstabsbureau / Generalstab),Generalstab / Generalsbureau,Hr.,
Imboden,H.,,,Departementssekretär und Chef des Finanzbureau,Finanzwesen - Finanzbureau,,
Schumacher,Vinc.,,,Staatsbuchhalter,Finanzwesen - Finanzbureau,,
Siegwart,Franz,,,Chef (Finanzkontrolle),Finanzwesen - Finanzkontrolle,,
Huber,Heinr.,,,Chef (Wertschriftenverwaltung),Finanzwesen - Wertschriftenverwaltung,,
Adrian,Paul,Münzgraben,8,Münzdirektor,Münzstätte,Hr.,
Kummli,Paul,Münzgraben,8,Buchhalter und Verifikator (Münzstätte),Münzstätte,Hr.,
Meyer-Brunner,Alb.,Bundesgasse,,Oberzolldirektor,Oberzolldirektion (Zollverwaltung),,Bundesgasse 10 u. 12 (Zentrale Adressen für Oberzolldirektion)
Milliet,W.,Bundesgasse,12,Direktor (Centralamt der Alkoholverwaltung),Alkoholverwaltung - Centralamt,Dr.,
Cuttat,Alf.,Bundesgasse,12,Vicedirektor (Alkoholverwaltung),Alkoholverwaltung - Centralamt,,
Lang,Ed.,Länggassstrasse,35,Chemiker (Chemisch-technische Abteilung),Alkoholverwaltung - Chemisch-technische Abteilung,Hr. Dr.,
Deucher,Dr.,,,"Chef (Handels-, Industrie- und Landwirtschafts-Departement)","Handels-, Industrie- und Landwirtschafts-Departement",,
Eichmann,Arn.,,,Chef der Abteilung Handel,"Handels-, Industrie- und Landwirtschafts-Departement - Handel",Hr. Dr.,
Moser,A.,Amthausgasse,15,Lohnkutscher und Pferdehalter,,,
Mosca,D.,Luisenstr.,20,ital. Korresp. der Bundeskanzlei,Kirchenfeld,,
Mösch,E.,Falkenhöheweg,5,Lokomotivführer,Länggasse,,
Mösch,Ferd.,Gerechtigkeitsgasse,63,Coiffeur und Chirurg,,,
Mösch-Roth,I. L.,Gerechtigkeitsgasse,63,Damenschneiderin,,,
Möschlin,Jean,Lorrainestr.,56,Coiffeur,,,
Moser,A.,Seftigenstrasse,57,Schreiner,Weissenb.,,
Moser,Alex.,Quartierhof,8,Sattler,Lorraine,,
Moser,Andr.,Platanenweg,8,Gipser,Lorraine,,
Moser,Anna Elisab.,Holzikofenweg,22,Glätterin,Weissenbühl,,
Moser,Anna Maria,Randweg,13,Damenschneiderin,Lorraine,,
Moser,Anna,Obstbergweg,14,Privatiere,,,
Moser,Arnold,Spitalackerstr.,57,Angestellter der städt. Polizeidirektion,,,
Moser,Bend.,Brunnmattstr.,39,Rangiermeister,Mattenhof,,
Moser,Cäsar,Fischerweg,10,Bauunternehmer,Länggasse,,
Moser,Ohr.,Laubeckstrasse,34,Handelsgärtner,Schosshalde,,
Moser,Chr.,Beundenweg,28,Kaffee- und Küchliwirt,,,Beundenhof
Moser,Chr.,Jurastr.,37,Zimmermann,Lorraine,,
Moser,Chr.,Oberweg,8,Privatdocent; Versich.-Techn. d. eidg. Industriedep.,Rabbenthal,Dr. phil.,
Moser,Christ.,Schürlochweg,7,Landwirt,Tiefenau,,
Moser,Christ.,Zeughausgasse,37,Velo- und Nähmaschinenhandlung (Inhaber/Vertreter),,,
Moser,Christ,Waisenhausstr.,20,Magaziner,,,
Moser,Ernst,Marzilistr.,32,Postangestellter,,,
Moser,E.,Stalden,4,Spezerei- und Merceriehandlung,,Frl.,
Moser,Ferd.,Kramgasse,24,Spezerei- und Merceriehandlung,,,
Moser,Fr.,Vereinsweg,23,Amtsgerichtsschreiber,Längg.,,
Moser,Fr.,Bubenbergplatz,3,Fürsprecher,,,(Christoffelg. 5); Eidg. Bank 347
Moser,Fr.,Kasernenstrasse,13,Schmied im Remontendepot,Beundenfeld,,
Moser,Fr. E.,Dahnaziweg,112,Droschkenhalter,,,
Moser,Fr. Aug.,Herrengasse,16,Dienstmann,,,
Moser,Frieda,Predigerg.,10,Telephonistin,,,
Moser,Friedr.,Spitalackerstr.,49,Commis,,,
Moser,Friedr.,Steinhölzliweg,35,Assistenzarzt im Zieglerspital,,,
Moser,G.,Scheibenweg,26,Bannwart,Wyler,,
Moser,Gottfr.,Flurweg,20,Steinhauer,Wyler,,
Moser,Gottf.,Jurastrasse,58,Zeughausarbeiter,Lorraine,,
Moser,Gottfr.,Zähringerstrasse,16,Gross- und Kleinmetzgerei (Inhaber),Länggasse,,
Moser,Gottl.,Schreinerweg,15,Buchdrucker,Länggasse,,
Moser,H. H. G.,Münzgraben,3,Privatier,,,
Moser,Hans,Freie Strasse,13,Bahnangestellter,Längg.,,
Moser,Hans,Jurastrasse,6,Installateur (Firma Messerli & Moser),Lorraine,,
Moser,J. A. H.,(Zimmer),13,Kanzlist a. d. Oberpostdirektion,Weissenbühl,,Zimmer Nr. 13 (Weissenbühl)
Moser,J. B.,Brunnmattstrasse,39,Bahnangestellter,Mattenhof,,
Moser,J. K. A.,Platanenweg,8,Gipser,Lorraine,,
Moser,Jak.,Zähringerstr.,40,Schneider,Länggasse,,
Moser,Jak.,Wankdorfweg,50,Briefträger,Wyler,,
Moser,Jak.,Brunngasse,56,Tapezierer,,,
Moser,J. IL,Dühlhölzliweg,3,Spengler,Kirchenfeld,,
Moser,Joh. Fr.,Waisenhauspl.,22,Abwart,,,
Moser,Joh.,Wabernstrasse,41,Gärtner,,,
Moser,Joh.,Beundenfeldstrasse,46,Büchsenmacher,,,
Moser,Joh.,Steinhauerweg,3,Sägenfeiler,Längg.,,
Moser,Joh.,Marzilistr.,32,Münzarbeiter,,,
Moser,Joh.,Belpstrasse,35a,Schmiedmeister,Mattenhof,,(37)
Moser,Joh.,Inneres Bollwerk,6,Spezierer,,,
Moser,Joh.,Inneres Bollwerk,6,Telegraphist,,,
Moser,Joh.,Mittelstrasse,7,Angestellter d. J. S.,Längg.,,
Moser,Joh.,Aarbergergasse,64,Polizist,,,
Moser,Joh. Kob.,Kesslerg.,21,Gipser,,,
Moser,Joh. Rud.,Gerechtigkeitsgasse,101,Eisenhändler,,,
Moser,K.,Brunnmattstrasse,30,Müller,Mattenhof,,
Moser,Karl,Cäcilienstrasse,5j,Controleur der Baudirektion,Mattenhof,,
Moser,Karl,Forstweg,69,Metzgermeister,Länggasse,,
Moser,Karl,Gerechtigkeitsgasse,70,Tapezierer,,,(45)
Moser,Louisa,Kramgasse,59,Weissnäherin,,,
Moser,Niki.,Thunstrasse,18,Schneidermeister,Kirchenfeld,,
Moser,P.,Bubenbergplatz,13,Verwalter der Hypothekarkasse,,,
Moser,Pli.,Dalmaziweg,80,Drechsler und Säger,,,
Moser,Rosa,Brunnmattstr.,39,Kleinkinderlehrerin,Mattenhof,Frau,
Moser,Rosa,Brunngasse,52,Arbeitslehrerin,,Frl.,
Moser,Rosina,Lagerweg,12,Schneiderin,Lorraine,,
Moser,Rud.,Papiermühlestrasse,120,Unterförster,,,
Moser,Rud. G.,Wylerringstrasse,54,Briefträger,,,
Moser,S.,Schlachthofweg,10,in Firma (Streckeisen & Moser),,,
Moser,Sand.,Murtenstrasse,33,Holzhändler,Linde,,
Moser,Sam.,Sandrain,78,Schuhmachermeister,,,
Moser,Sam.,Kesslergasse,3,Quartieraufseher,,,
Moser,Walt.,Mühlenpl.,12,Ausläufer d. eidg. Baudirektion,Matte,,
Moser,Willi Arn.,Spitalgasse,35,Buchhalter,,,
Garraux,Rud.,,,cand. med.,Bürgerturnverein,Hr.,
Fleuti,E.,,,internationaler Beamter,Bürgerturnverein,Hr.,
Denz,H.,,,Zinkograph,Bürgerturnverein,Hr.,
Gründer,Karl,,,eidg. Beamter,Bürgerturnverein,Hr.,
Heizmann,Heinr.,,,Mechaniker,Bürgerturnverein,Hr.,
Röthlisberger,E.,,,Commis,Bürgerturnverein,Hr.,1. Sekretär
Poyet,Chs.,,,Zeichner,Bürgerturnverein,Hr.,2. Sekretär
Moser,Ernst,,,Commis,Bürgerturnverein,Hr.,1. Kassier
Fetscherin,G.,,,Commis,Bürgerturnverein,Hr.,2. Kassier
Seitzer,H.,,,Magaziner,Bürgerturnverein,Hr.,Zeugwart
Wenger,A.,,,,Bürgerturnverein,HH.,Beisitzer
Iseli,E.,,,,Bürgerturnverein,,Beisitzer
Garraux,,,,Sekundarlehrerin,Damenturnverein,Erl.,Präsidentin
Widmer,Lina,,,stud. phil.,Damenturnverein,Erl.,Aktuarin
Reinhard,M.,,,stud. phil.,Damenturnverein,Erl.,Kassierin
Andres,,,,Turnlehrerin,Damenturnverein,Erl.,Beisitzerin
Bloch,,,,Turnlehrerin,Damenturnverein,Erl.,Beisitzerin
Widmer,Alfr.,,,Turnlehrer,Damenturnverein,Hr.,Leiter der Übungen
Kähr,E.,,,Typograph,Grütliturnverein,Hr.,Präsident
Barrer,Theod.,,,Postangestellter,Grütliturnverein,,Vicepräs.
Buhler,Karl,,,Lithogr.,Grütliturnverein,,Kassier
Ludwig,Ernst,,,Typogr.,Grütliturnverein,,Sekretär
Lauer,Rud.,,,gew. Instrumentenmacher,Grütliturnverein,,Vice-Oberturner
Bernhard,Ferd.,,,Kässalzer,Grütliturnverein,Hr.,Materialverwalter
Widmer,A.,,,Turnlehrer,Kantonal-Turnverein,Hr.,Präsident
Zulauf,Ernst,Neuengasse,34,,Kaufmännischer Verein (Turnsektion),Hr.,Chef
Stucker,Friedr.,,,,Kaufmännischer Verein (Turnsektion),Hr.,Oberturner
Eichenberger,Wald.,,,,Kaufmännischer Verein (Turnsektion),Hr.,Kassier
Weibel,Otto,,,,Kaufmännischer Verein (Turnsektion),Hr.,Sekretär
Baur,Ernst,,,,Kaufmännischer Verein (Turnsektion),Hr.,Zeugwart
Gutzwiller,Steph.,,,Oberst,Männer-Turnverein,Hr.,Präsident
Hauenstein,W.,,,Beamter,Männer-Turnverein,Hr.,Vicepräsident u. Oberturner
Trefzer,Fritz,,,Beamter,Männer-Turnverein,Hr.,Kassier
Schmidt,Fritz,,,Beamter,Männer-Turnverein,Hr.,Sekretär
Masson,L.,,,Angest.,Mittelländischer Turnverein,Hr.,Vicepräsident
Werthmiiller,E.,,,Angestellter,Mittelländischer Turnverein,Hr.,Kassier u. Sekretär
Protzen,Paul,,,,Stadtturnverein,Hr.,Präsident
Tschumi,Gottfr.,,,,Stadtturnverein,Hr.,Vicepräs.
Baumgartner,Alb.,,,,Stadtturnverein,Hr.,Kassier
Züttel,Heinr.,,,,Stadtturnverein,Hr.,Kassier
Windler,Heinr.,,,,Stadtturnverein,Hr.,Sekretär
Garraux,Hans,,,,Stadtturnverein,Hr.,Sekretär
Bandi,Joh.,,,,Stadtturnverein,Hr.,Oberturner
Stalder,Fritz,,,,Stadtturnverein,Hr.,Vice-Obert.
Moser,Arn.,,,,Stadtturnverein,Hr.,Zeugwart
Hagen,P.,Turnweg,9,Kaufmann,Turnklub Breitenrain,Hr.,Präsident
Widmer,A.,,,Turnlehrer,Turnklub Breitenrain,,Oberturner
Lanz,IL,,,Angestellter,Turnklub Breitenrain,,Kassier
Joss,Fr.,,,Lehrer,Turnklub Breitenrain,,Sekretär
Guggisberg,Rudolf,,,Gemeinderat,Turidehrerverein (Kantonaler),Hr.,Vicepräsident
Reinmann,J.,,,Lehrer,Turidehrerverein (Kantonaler),Hr.,Kassier
Anderfuhren,,,,"dir., Sek.-Lehrer",Turidehrerverein (Kantonaler),Hr.,Sekretär (Biel)
Schenk,Felix,,,,Turnspielgesellschaft,Hr. Dr.,Präsident
Klein,,,,,Turnspielgesellschaft,Hr.,Kassier
Jordy,E.,,,,Turnspielgesellschaft,Hr. Dr.,Sekretär
Grossenbacher,F.,Turnweg,9,Schriftsetzer,Turnverein Lorraine-Breitenrain,Hr.,Präsident
Flückiger,Am.,,,Schreiner,Turnverein Lorraine-Breitenrain,Hr.,Vicepräs.
Schindler,E.,,,Bandagist,Turnverein Lorraine-Breitenrain,Hr.,Oberturner
Luginbühl,Frz.,,,Commis,Turnverein Lorraine-Breitenrain,Hr.,Vice-Oberturner
Beutler,,,,,Turnverein Lorraine-Breitenrain,Hr.,Kassier
Brechbühl,Rud.,,,Commis,Turnverein Lorraine-Breitenrain,Hr.,Sekretär
Gerber,Ernst,,,,Turnverein Lorraine-Breitenrain,Hr.,Bibliothekar
Müller,Ed.,,,Bundesrat,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Ehrenpräs.
von Steiger,Edm.,,,Nationalrat,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident
Scherz,A.,,,Oberstdivisionär,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,1. Vicepräsident
Probst,Edm.,,,Major,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,2. Vicepräsident
Aeliig,R.,,,Bankbeamter,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,,Sekretär
Fleuti,E.,,,Beamter,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Sekretär
Yersin,A.,,,Generaldirektor,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident des Finanzkomitees
Müller,G.,,,Gemeinderat,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident
Gerber,Fr.,,,Major,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident des Gabenkomitees
Rossi,Ad.,,,Handelsmann,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident des Gabenkomitees
Schenk,F.,,,Grossrat,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr. Dr.,Präsident des Schwing- und Spielkomitees
Lauper,Fr.,,,Handelsmann,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident des Schwing- und Spielkomitees
Guggisberg,R.,,,Gemeinderat,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr. Oberstlieutenant,Präsident des Polizeikomitees
Widmer,A.,,,eidg. Beamter,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident des Polizeikomitees
Probst,Emil,,,Architekt,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident des Bau- und Dekorationskomitees
Paris,A.,,,Bildhauer,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident des Bau- und Dekorationskomitees
Stäheli,Ad.,,,Handelsmann,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident des Wirtschaftskomitees
Hauswirth,J. J.,,,alt Turnlehrer,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Vicepräsident des Wirtschaftskomitees
Bühler,A.,,,Postsekretär,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr.,Präsident des Empfangs- und Quartierkomitees
Gaudard,Fr.,,,Instruktionsoffizier,Eidg. Schwing- und Aelpierfest 1900 - Organisationskomitee,Hr. Hauptin.,Vicepräsident des Empfangs- und Quartierkomitees
Bösiger,Carl,Bubenbergplatz,2,Postangestellter,Oekonom. und gemeinnützige Gesellschaft des Kant. Bern.,Hr.,
Freiburghaus,Jak.,Spengelried,,Nat.- Rat,Oekonom. und gemeinnützige Gesellschaft des Kant. Bern.,Hr.,Präsident
Hofer,Chr.,Bühlikofen,,Oberstlt.,Oekonom. und gemeinnützige Gesellschaft des Kant. Bern.,llr.,Vicepräsid.
Affolter,,Oeschberg,,alt-Grossrat,Oekonom. und gemeinnützige Gesellschaft des Kant. Bern.,Hr.,Kassier
Fliickiger,G.,Oberburg,,Redaktor,Oekonom. und gemeinnützige Gesellschaft des Kant. Bern.,Hr.,Sekretär
Lüscher,E.,,,alt Stadtrat,Patronatsverein d. Länggasse,Hr.,Präsid.
Fliickiger,Jb.,,,Oberlehrer,Patronatsverein d. Länggasse,Hr.,Kassier
Ryser,E.,,,Pfarrer,Patronatsverein d. Länggasse,Hr.,Sekretär
